Name,Url,Race
"Erling Greenhand","http://lotr.wikia.com//wiki/Erling_Greenhand",Hobbit
"Halfred Greenhand","http://lotr.wikia.com//wiki/Halfred_Greenhand",Hobbit
"Hending Greenhand","http://lotr.wikia.com//wiki/Hending_Greenhand",Hobbit
"Holman Greenhand","http://lotr.wikia.com//wiki/Holman_Greenhand",Hobbit
"Rose Greenhand","http://lotr.wikia.com//wiki/Rose_Greenhand",Hobbit
"Grimbeorn","http://lotr.wikia.com//wiki/Grimbeorn",Human
"Grimbold","http://lotr.wikia.com//wiki/Grimbold",Human
"Grithnir","http://lotr.wikia.com//wiki/Grithnir",Human
"Gróin","http://lotr.wikia.com//wiki/Gr%C3%B3in",Dwarf
"Grór","http://lotr.wikia.com//wiki/Gr%C3%B3r",Dwarf
"Guilin","http://lotr.wikia.com//wiki/Guilin",Elf
"Gundor","http://lotr.wikia.com//wiki/Gundor",Human
"Guthláf","http://lotr.wikia.com//wiki/Guthl%C3%A1f",Human
"Gwindor","http://lotr.wikia.com//wiki/Gwindor",Elf
"Gálmód","http://lotr.wikia.com//wiki/G%C3%A1lm%C3%B3d",Human
"Gárulf","http://lotr.wikia.com//wiki/G%C3%A1rulf",Human
"Hador","http://lotr.wikia.com//wiki/Hador",Human
"Hador (Steward)","http://lotr.wikia.com//wiki/Hador_(Steward)",Human
"Halbarad","http://lotr.wikia.com//wiki/Halbarad",Human
"Haldir (Haladin)","http://lotr.wikia.com//wiki/Haldir_(Haladin)",Human
"Haldir (Lorien)","http://lotr.wikia.com//wiki/Haldir_(Lorien)",Elf
"Haleth","http://lotr.wikia.com//wiki/Haleth",Human
"Haleth (Helm's son)","http://lotr.wikia.com//wiki/Haleth_(Helm%27s_son)",Human
"Hallacar","http://lotr.wikia.com//wiki/Hallacar",Human
"Hallas (Steward)","http://lotr.wikia.com//wiki/Hallas_(Steward)",Human
"Hallatan","http://lotr.wikia.com//wiki/Hallatan",Human
"Halmir","http://lotr.wikia.com//wiki/Halmir",Human
"Hamfast of Gamwich","http://lotr.wikia.com//wiki/Hamfast_of_Gamwich",Hobbit
"Handir","http://lotr.wikia.com//wiki/Handir",Human
"Hardang","http://lotr.wikia.com//wiki/Hardang",Human
"Harding","http://lotr.wikia.com//wiki/Harding",Human
"Hareth","http://lotr.wikia.com//wiki/Hareth",Human
"Hathaldir","http://lotr.wikia.com//wiki/Hathaldir",Human
"Hathol","http://lotr.wikia.com//wiki/Hathol",Human
"Hatholdir","http://lotr.wikia.com//wiki/Hatholdir",Human
"Helm Hammerhand","http://lotr.wikia.com//wiki/Helm_Hammerhand",Human
"Henderch","http://lotr.wikia.com//wiki/Henderch",Human
"Hendor","http://lotr.wikia.com//wiki/Hendor",Elf
"Herefara","http://lotr.wikia.com//wiki/Herefara",Human
"Herion","http://lotr.wikia.com//wiki/Herion",Human
"Herubrand","http://lotr.wikia.com//wiki/Herubrand",Human
"Herucalmo","http://lotr.wikia.com//wiki/Herucalmo",Human
"Hirgon","http://lotr.wikia.com//wiki/Hirgon",Human
"Hirluin","http://lotr.wikia.com//wiki/Hirluin",Human
"Hob Gammidge","http://lotr.wikia.com//wiki/Hob_Gammidge",Hobbit
"Hob Hayward","http://lotr.wikia.com//wiki/Hob_Hayward",Hobbit
"Holfast Gardner","http://lotr.wikia.com//wiki/Holfast_Gardner",Hobbit
"Horn","http://lotr.wikia.com//wiki/Horn",Human
"Tobias Hornblower","http://lotr.wikia.com//wiki/Tobias_Hornblower",Hobbit
"Hundad","http://lotr.wikia.com//wiki/Hundad",Human
"Hundar","http://lotr.wikia.com//wiki/Hundar",Human
"Hunthor","http://lotr.wikia.com//wiki/Hunthor",Human
"Huor","http://lotr.wikia.com//wiki/Huor",Human
"Hyarmendacil I","http://lotr.wikia.com//wiki/Hyarmendacil_I",Human
"Hyarmendacil II","http://lotr.wikia.com//wiki/Hyarmendacil_II",Human
"Háma","http://lotr.wikia.com//wiki/H%C3%A1ma",Human
"Háma (Helm's son)","http://lotr.wikia.com//wiki/H%C3%A1ma_(Helm%27s_son)",Human
"Húrin","http://lotr.wikia.com//wiki/H%C3%BArin",Human
"Húrin I","http://lotr.wikia.com//wiki/H%C3%BArin_I",Human
"Húrin II","http://lotr.wikia.com//wiki/H%C3%BArin_II",Human
"Húrin of Emyn Arnen","http://lotr.wikia.com//wiki/H%C3%BArin_of_Emyn_Arnen",Human
"Ibûn","http://lotr.wikia.com//wiki/Ib%C3%BBn",Dwarf
"Idril","http://lotr.wikia.com//wiki/Idril",Elf
"Imin","http://lotr.wikia.com//wiki/Imin",Elf
"Iminyë","http://lotr.wikia.com//wiki/Iminy%C3%AB",Elf
"Imlach","http://lotr.wikia.com//wiki/Imlach",Human
"Imrahil","http://lotr.wikia.com//wiki/Imrahil",Human
"Imrazôr","http://lotr.wikia.com//wiki/Imraz%C3%B4r",Human
"Indis","http://lotr.wikia.com//wiki/Indis",Elf
"Indor","http://lotr.wikia.com//wiki/Indor",Human
"Ingold","http://lotr.wikia.com//wiki/Ingold",Human
"Ingwion","http://lotr.wikia.com//wiki/Ingwion",Elf
"Ingwë","http://lotr.wikia.com//wiki/Ingw%C3%AB",Elf
"Inzilbêth","http://lotr.wikia.com//wiki/Inzilb%C3%AAth",Human
"Ioreth","http://lotr.wikia.com//wiki/Ioreth",Human
"Iorlas","http://lotr.wikia.com//wiki/Iorlas",Human
"Isembold Took","http://lotr.wikia.com//wiki/Isembold_Took",Hobbit
"Isengrim Took III","http://lotr.wikia.com//wiki/Isengrim_Took_III",Hobbit
"Isildur","http://lotr.wikia.com//wiki/Isildur",Human
"Isilmo","http://lotr.wikia.com//wiki/Isilmo",Human
"Isilmë","http://lotr.wikia.com//wiki/Isilm%C3%AB",Human
"Ivorwen","http://lotr.wikia.com//wiki/Ivorwen",Human
"Ivriniel","http://lotr.wikia.com//wiki/Ivriniel",Human
"Lalaith","http://lotr.wikia.com//wiki/Lalaith",Human
"Larnach","http://lotr.wikia.com//wiki/Larnach",Human
"Legolas","http://lotr.wikia.com//wiki/Legolas",Elf
"Lenwë","http://lotr.wikia.com//wiki/Lenw%C3%AB",Elf
"Lindir","http://lotr.wikia.com//wiki/Lindir",Elf
"Lindissë","http://lotr.wikia.com//wiki/Lindiss%C3%AB",Human
"Lindo","http://lotr.wikia.com//wiki/Lindo",Elf
"Lindórië","http://lotr.wikia.com//wiki/Lind%C3%B3ri%C3%AB",Human
"Lorgan","http://lotr.wikia.com//wiki/Lorgan",Human
"Lothíriel","http://lotr.wikia.com//wiki/Loth%C3%ADriel",Human
"Léod","http://lotr.wikia.com//wiki/L%C3%A9od",Human
"Brytta Léofa","http://lotr.wikia.com//wiki/Brytta_L%C3%A9ofa",Human
"Lóni","http://lotr.wikia.com//wiki/L%C3%B3ni",Dwarf
"Lúthien","http://lotr.wikia.com//wiki/L%C3%BAthien",Elf
"Mablung the Ranger","http://lotr.wikia.com//wiki/Mablung_the_Ranger",Human
"Maedhros","http://lotr.wikia.com//wiki/Maedhros",Elf
"Maeglin","http://lotr.wikia.com//wiki/Maeglin",Elf
"Farmer Maggot","http://lotr.wikia.com//wiki/Farmer_Maggot",Hobbit
"Maglor","http://lotr.wikia.com//wiki/Maglor",Elf
"Magor","http://lotr.wikia.com//wiki/Magor",Human
"Mahtan","http://lotr.wikia.com//wiki/Mahtan",Elf
"Mairen","http://lotr.wikia.com//wiki/Mairen",Human
"Malach","http://lotr.wikia.com//wiki/Malach",Human
"Malbeth the Seer","http://lotr.wikia.com//wiki/Malbeth_the_Seer",Human
"Mallor","http://lotr.wikia.com//wiki/Mallor",Human
"Malva Headstrong Brandybuck","http://lotr.wikia.com//wiki/Malva_%22Headstrong%22_Brandybuck",Hobbit
"Malvegil","http://lotr.wikia.com//wiki/Malvegil",Human
"Manthor","http://lotr.wikia.com//wiki/Manthor",Human
"Manwendil","http://lotr.wikia.com//wiki/Manwendil",Human
"Marach","http://lotr.wikia.com//wiki/Marach",Human
"Marcho","http://lotr.wikia.com//wiki/Marcho",Hobbit
"Mardil Voronwë","http://lotr.wikia.com//wiki/Mardil_Voronw%C3%AB",Human
"Marhari","http://lotr.wikia.com//wiki/Marhari",Human
"Marhwini","http://lotr.wikia.com//wiki/Marhwini",Human
"Marmadas Brandybuck","http://lotr.wikia.com//wiki/Marmadas_Brandybuck",Hobbit
"Marroc Brandybuck","http://lotr.wikia.com//wiki/Marroc_Brandybuck",Hobbit
"Master of Laketown","http://lotr.wikia.com//wiki/Master_of_Laketown",Human
"Meleth","http://lotr.wikia.com//wiki/Meleth",Human
"Meneldil","http://lotr.wikia.com//wiki/Meneldil",Human
"Meril-i-Turinqi","http://lotr.wikia.com//wiki/Meril-i-Turinqi",Elf
"Merimas Brandybuck","http://lotr.wikia.com//wiki/Merimas_Brandybuck",Hobbit
"Minardil","http://lotr.wikia.com//wiki/Minardil",Human
"Minohtar","http://lotr.wikia.com//wiki/Minohtar",Human
"Mithrellas","http://lotr.wikia.com//wiki/Mithrellas",Elf
"Morwen","http://lotr.wikia.com//wiki/Morwen",Human
"Morwen (Gondor)","http://lotr.wikia.com//wiki/Morwen_(Gondor)",Human
"Morwë","http://lotr.wikia.com//wiki/Morw%C3%AB",Elf
"Míriel","http://lotr.wikia.com//wiki/M%C3%ADriel",Elf
"Mîm","http://lotr.wikia.com//wiki/M%C3%AEm",Dwarf
"Narmacil I","http://lotr.wikia.com//wiki/Narmacil_I",Human
"Narmacil II","http://lotr.wikia.com//wiki/Narmacil_II",Human
"Naugladur","http://lotr.wikia.com//wiki/Naugladur",Dwarf
"Nerdanel","http://lotr.wikia.com//wiki/Nerdanel",Elf
"Nessanië","http://lotr.wikia.com//wiki/Nessani%C3%AB",Human
"Nimrodel","http://lotr.wikia.com//wiki/Nimrodel",Elf
"Nina Lightfoot","http://lotr.wikia.com//wiki/Nina_Lightfoot",Hobbit
"Niënor","http://lotr.wikia.com//wiki/Ni%C3%ABnor",Human
"Nob","http://lotr.wikia.com//wiki/Nob",Hobbit
"Nolondil","http://lotr.wikia.com//wiki/Nolondil",Human
"Nori","http://lotr.wikia.com//wiki/Nori",Dwarf
"Nurwë","http://lotr.wikia.com//wiki/Nurw%C3%AB",Elf
"Náin (father of Dáin II Ironfoot)","http://lotr.wikia.com//wiki/N%C3%A1in_(father_of_D%C3%A1in_II_Ironfoot)",Dwarf
"Náin I","http://lotr.wikia.com//wiki/N%C3%A1in_I",Dwarf
"Náin II","http://lotr.wikia.com//wiki/N%C3%A1in_II",Dwarf
"Náli","http://lotr.wikia.com//wiki/N%C3%A1li",Dwarf
"Nár","http://lotr.wikia.com//wiki/N%C3%A1r",Dwarf
"Númendil","http://lotr.wikia.com//wiki/N%C3%BAmendil",Human
"Núneth","http://lotr.wikia.com//wiki/N%C3%BAneth",Human
"Ohtar","http://lotr.wikia.com//wiki/Ohtar",Human
"Old Noakes","http://lotr.wikia.com//wiki/Old_Noakes",Hobbit
"Olwë","http://lotr.wikia.com//wiki/Olw%C3%AB",Elf
"Ondoher","http://lotr.wikia.com//wiki/Ondoher",Human
"Orchaldor","http://lotr.wikia.com//wiki/Orchaldor",Human
"Ori","http://lotr.wikia.com//wiki/Ori",Dwarf
"Orodreth","http://lotr.wikia.com//wiki/Orodreth",Elf
"Orodreth (Steward)","http://lotr.wikia.com//wiki/Orodreth_(Steward)",Human
"Oromendil","http://lotr.wikia.com//wiki/Oromendil",Human
"Oropher","http://lotr.wikia.com//wiki/Oropher",Elf
"Orophin","http://lotr.wikia.com//wiki/Orophin",Elf
"Ostoher","http://lotr.wikia.com//wiki/Ostoher",Human
"Otho Sackville-Baggins","http://lotr.wikia.com//wiki/Otho_Sackville-Baggins",Hobbit
"Pelendur","http://lotr.wikia.com//wiki/Pelendur",Human
"Pengolodh","http://lotr.wikia.com//wiki/Pengolodh",Elf
"Mrs. Proudfoot","http://lotr.wikia.com//wiki/Mrs._Proudfoot",Hobbit
"Odo Proudfoot","http://lotr.wikia.com//wiki/Odo_Proudfoot",Hobbit
"Radhruin","http://lotr.wikia.com//wiki/Radhruin",Human
"Ragnir","http://lotr.wikia.com//wiki/Ragnir",Human
"Ragnor","http://lotr.wikia.com//wiki/Ragnor",Human
"Rowan Greenhand","http://lotr.wikia.com//wiki/Rowan_Greenhand",Hobbit
"Rudigar Bolger","http://lotr.wikia.com//wiki/Rudigar_Bolger",Hobbit
"Rufus Burrows","http://lotr.wikia.com//wiki/Rufus_Burrows",Hobbit
"Rían","http://lotr.wikia.com//wiki/R%C3%ADan",Human
"Rían (Gondor)","http://lotr.wikia.com//wiki/R%C3%ADan_(Gondor)",Human
"Rómendacil I","http://lotr.wikia.com//wiki/R%C3%B3mendacil_I",Human
"Rómendacil II","http://lotr.wikia.com//wiki/R%C3%B3mendacil_II",Human
"Rúmil (Noldo)","http://lotr.wikia.com//wiki/R%C3%BAmil_(Noldo)",Elf
"Rúmil of Lórien","http://lotr.wikia.com//wiki/R%C3%BAmil_of_L%C3%B3rien",Elf
"Lobelia Sackville-Baggins","http://lotr.wikia.com//wiki/Lobelia_Sackville-Baggins",Hobbit
"Lotho Sackville-Baggins","http://lotr.wikia.com//wiki/Lotho_Sackville-Baggins",Hobbit
"Sadoc Brandybuck","http://lotr.wikia.com//wiki/Sadoc_Brandybuck",Hobbit
"Sador","http://lotr.wikia.com//wiki/Sador",Human
"Saelon","http://lotr.wikia.com//wiki/Saelon",Human
"Sagroth","http://lotr.wikia.com//wiki/Sagroth",Human
"Ted Sandyman","http://lotr.wikia.com//wiki/Ted_Sandyman",Hobbit
"Sangahyando","http://lotr.wikia.com//wiki/Sangahyando",Human
"Saradas Brandybuck","http://lotr.wikia.com//wiki/Saradas_Brandybuck",Hobbit
"Silmariën","http://lotr.wikia.com//wiki/Silmari%C3%ABn",Human
"Siriondil","http://lotr.wikia.com//wiki/Siriondil",Human
"Robin Smallburrow","http://lotr.wikia.com//wiki/Robin_Smallburrow",Hobbit
"Soronto","http://lotr.wikia.com//wiki/Soronto",Human
"Morwen Steelsheen","http://lotr.wikia.com//wiki/Morwen_Steelsheen",Human
"Tar-Alcarin","http://lotr.wikia.com//wiki/Tar-Alcarin",Human
"Tar-Aldarion","http://lotr.wikia.com//wiki/Tar-Aldarion",Human
"Tar-Amandil","http://lotr.wikia.com//wiki/Tar-Amandil",Human
"Tar-Ancalimon","http://lotr.wikia.com//wiki/Tar-Ancalimon",Human
"Tar-Ancalimë","http://lotr.wikia.com//wiki/Tar-Ancalim%C3%AB",Human
"Tar-Anárion","http://lotr.wikia.com//wiki/Tar-An%C3%A1rion",Human
"Tar-Ardamin","http://lotr.wikia.com//wiki/Tar-Ardamin",Human
"Tar-Atanamir","http://lotr.wikia.com//wiki/Tar-Atanamir",Human
"Tar-Calmacil","http://lotr.wikia.com//wiki/Tar-Calmacil",Human
"Tar-Ciryatan","http://lotr.wikia.com//wiki/Tar-Ciryatan",Human
"Tar-Elendil","http://lotr.wikia.com//wiki/Tar-Elendil",Human
"Tar-Meneldur","http://lotr.wikia.com//wiki/Tar-Meneldur",Human
"Tar-Minastir","http://lotr.wikia.com//wiki/Tar-Minastir",Human
"Tar-Míriel","http://lotr.wikia.com//wiki/Tar-M%C3%ADriel",Human
"Tar-Palantir","http://lotr.wikia.com//wiki/Tar-Palantir",Human
"Tar-Súrion","http://lotr.wikia.com//wiki/Tar-S%C3%BArion",Human
"Tar-Telemmaitë","http://lotr.wikia.com//wiki/Tar-Telemmait%C3%AB",Human
"Tar-Telperiën","http://lotr.wikia.com//wiki/Tar-Telperi%C3%ABn",Human
"Tar-Vanimeldë","http://lotr.wikia.com//wiki/Tar-Vanimeld%C3%AB",Human
"Tarannon Falastur","http://lotr.wikia.com//wiki/Tarannon_Falastur",Human
"Tarcil","http://lotr.wikia.com//wiki/Tarcil",Human
"Tarciryan","http://lotr.wikia.com//wiki/Tarciryan",Human
"Targon","http://lotr.wikia.com//wiki/Targon",Human
"Tarondor","http://lotr.wikia.com//wiki/Tarondor",Human
"Tarondor of Arnor","http://lotr.wikia.com//wiki/Tarondor_of_Arnor",Human
"Tata","http://lotr.wikia.com//wiki/Tata",Elf
"Tatië","http://lotr.wikia.com//wiki/Tati%C3%AB",Elf
"User:Technobliterator/Showcase","http://lotr.wikia.com//wiki/User:Technobliterator/Showcase",Hobbit
"Telchar","http://lotr.wikia.com//wiki/Telchar",Dwarf
"Telemnar","http://lotr.wikia.com//wiki/Telemnar",Human
"Telumehtar","http://lotr.wikia.com//wiki/Telumehtar",Human
"The King of the Dead","http://lotr.wikia.com//wiki/The_King_of_the_Dead",Human
"Thengel","http://lotr.wikia.com//wiki/Thengel",Human
"Thorin I","http://lotr.wikia.com//wiki/Thorin_I",Dwarf
"Thorin II Oakenshield","http://lotr.wikia.com//wiki/Thorin_II_Oakenshield",Dwarf
"Thorin III Stonehelm","http://lotr.wikia.com//wiki/Thorin_III_Stonehelm",Dwarf
"Thorondir","http://lotr.wikia.com//wiki/Thorondir",Human
"Thranduil","http://lotr.wikia.com//wiki/Thranduil",Elf
"Thráin I","http://lotr.wikia.com//wiki/Thr%C3%A1in_I",Dwarf
"Thráin II","http://lotr.wikia.com//wiki/Thr%C3%A1in_II",Dwarf
"Thrór","http://lotr.wikia.com//wiki/Thr%C3%B3r",Dwarf
"Théoden","http://lotr.wikia.com//wiki/Th%C3%A9oden",Human
"Théodred","http://lotr.wikia.com//wiki/Th%C3%A9odred",Human
"Tindómiel","http://lotr.wikia.com//wiki/Tind%C3%B3miel",Human
"Faramir Took I","http://lotr.wikia.com//wiki/Faramir_Took_I",Hobbit
"Isumbras Took I","http://lotr.wikia.com//wiki/Isumbras_Took_I",Hobbit
"Fortinbras Took II","http://lotr.wikia.com//wiki/Fortinbras_Took_II",Hobbit
"Isengrim Took II","http://lotr.wikia.com//wiki/Isengrim_Took_II",Hobbit
"Isumbras Took III","http://lotr.wikia.com//wiki/Isumbras_Took_III",Hobbit
"Adalgrim Took","http://lotr.wikia.com//wiki/Adalgrim_Took",Hobbit
"Adamanta (Chubb) Took","http://lotr.wikia.com//wiki/Adamanta_(Chubb)_Took",Hobbit
"Adelard Took","http://lotr.wikia.com//wiki/Adelard_Took",Hobbit
"Bandobras Took","http://lotr.wikia.com//wiki/Bandobras_Took",Hobbit
"Ferumbras III Took","http://lotr.wikia.com//wiki/Ferumbras_III_Took",Hobbit
"Gerontius Took","http://lotr.wikia.com//wiki/Gerontius_Took",Hobbit
"Hildibrand Took","http://lotr.wikia.com//wiki/Hildibrand_Took",Hobbit
"Hildifons Took","http://lotr.wikia.com//wiki/Hildifons_Took",Hobbit
"Hildigrim Took","http://lotr.wikia.com//wiki/Hildigrim_Took",Hobbit
"Isembard Took","http://lotr.wikia.com//wiki/Isembard_Took",Hobbit
"Paladin Took II","http://lotr.wikia.com//wiki/Paladin_Took_II",Hobbit
"Pearl Took","http://lotr.wikia.com//wiki/Pearl_Took",Hobbit
"Peregrin Took","http://lotr.wikia.com//wiki/Peregrin_Took",Hobbit
"Rosa (Baggins) Took","http://lotr.wikia.com//wiki/Rosa_(Baggins)_Took",Hobbit
"Sigismond Took","http://lotr.wikia.com//wiki/Sigismond_Took",Hobbit
"Tulkastor","http://lotr.wikia.com//wiki/Tulkastor",Elf
"Tuor","http://lotr.wikia.com//wiki/Tuor",Human
"Turambar","http://lotr.wikia.com//wiki/Turambar",Human
"Turgon","http://lotr.wikia.com//wiki/Turgon",Elf
"Turgon (Steward)","http://lotr.wikia.com//wiki/Turgon_(Steward)",Human
"Túrin","http://lotr.wikia.com//wiki/T%C3%BArin",Human
"Túrin I","http://lotr.wikia.com//wiki/T%C3%BArin_I",Human
"Túrin II","http://lotr.wikia.com//wiki/T%C3%BArin_II",Human
"Ulbar","http://lotr.wikia.com//wiki/Ulbar",Human
"Uldor","http://lotr.wikia.com//wiki/Uldor",Human
"Ulfang","http://lotr.wikia.com//wiki/Ulfang",Human
"Ulfast","http://lotr.wikia.com//wiki/Ulfast",Human
"Ulwarth","http://lotr.wikia.com//wiki/Ulwarth",Human
"Urthel","http://lotr.wikia.com//wiki/Urthel",Human
"Vairë (Elf)","http://lotr.wikia.com//wiki/Vair%C3%AB_(Elf)",Elf
"Valacar","http://lotr.wikia.com//wiki/Valacar",Human
"Valandil","http://lotr.wikia.com//wiki/Valandil",Human
"Valandil of Andúnië","http://lotr.wikia.com//wiki/Valandil_of_And%C3%BAni%C3%AB",Human
"Valandur","http://lotr.wikia.com//wiki/Valandur",Human
"Vardamir Nólimon","http://lotr.wikia.com//wiki/Vardamir_N%C3%B3limon",Human
"Vardilmë","http://lotr.wikia.com//wiki/Vardilm%C3%AB",Human
"Vidugavia","http://lotr.wikia.com//wiki/Vidugavia",Human
"Vidumavi","http://lotr.wikia.com//wiki/Vidumavi",Human
"Vorondil","http://lotr.wikia.com//wiki/Vorondil",Human
"Voronwë","http://lotr.wikia.com//wiki/Voronw%C3%AB",Elf
"Vëantur","http://lotr.wikia.com//wiki/V%C3%ABantur",Human
"Walda","http://lotr.wikia.com//wiki/Walda",Human
"Willie Banks","http://lotr.wikia.com//wiki/Willie_Banks",Hobbit
"Wiseman Gamwich","http://lotr.wikia.com//wiki/Wiseman_Gamwich",Hobbit
"Wulf I","http://lotr.wikia.com//wiki/Wulf_I",Human
"Wídfara","http://lotr.wikia.com//wiki/W%C3%ADdfara",Human
"Yávien","http://lotr.wikia.com//wiki/Y%C3%A1vien",Human
"Éofor","http://lotr.wikia.com//wiki/%C3%89ofor",Human
"Éomund","http://lotr.wikia.com//wiki/%C3%89omund",Human
"Éothain","http://lotr.wikia.com//wiki/%C3%89othain",Human
"Írildë","http://lotr.wikia.com//wiki/%C3%8Drild%C3%AB",Human
"Írimë","http://lotr.wikia.com//wiki/%C3%8Drim%C3%AB",Elf
"Óin","http://lotr.wikia.com//wiki/%C3%93in",Dwarf
"Óin (King of Durin's Folk)","http://lotr.wikia.com//wiki/%C3%93in_(King_of_Durin%27s_Folk)",Dwarf
"Bingo Baggins","http://lotr.wikia.com//wiki/Bingo_Baggins",Hobbit
"Chica (Chubb) Baggins","http://lotr.wikia.com//wiki/Chica_(Chubb)_Baggins",Hobbit
"Dora Baggins","http://lotr.wikia.com//wiki/Dora_Baggins",Hobbit
"Largo Baggins","http://lotr.wikia.com//wiki/Largo_Baggins",Hobbit
"Mimosa (Bunce) Baggins","http://lotr.wikia.com//wiki/Mimosa_(Bunce)_Baggins",Hobbit
"Pansy Baggins","http://lotr.wikia.com//wiki/Pansy_Baggins",Hobbit
"Polo Baggins","http://lotr.wikia.com//wiki/Polo_Baggins",Hobbit
"Ponto Baggins I","http://lotr.wikia.com//wiki/Ponto_Baggins_I",Hobbit
"Ruby (Bolger) Baggins","http://lotr.wikia.com//wiki/Ruby_(Bolger)_Baggins",Hobbit
"Adalgar Bolger","http://lotr.wikia.com//wiki/Adalgar_Bolger",Hobbit
"Gundahar Bolger","http://lotr.wikia.com//wiki/Gundahar_Bolger",Hobbit
"Prisca (Baggins) Bolger","http://lotr.wikia.com//wiki/Prisca_(Baggins)_Bolger",Hobbit
"Rudibert Bolger","http://lotr.wikia.com//wiki/Rudibert_Bolger",Hobbit
"Theobald Bolger","http://lotr.wikia.com//wiki/Theobald_Bolger",Hobbit
"Wilimar Bolger","http://lotr.wikia.com//wiki/Wilimar_Bolger",Hobbit
"Camellia (Sackville) Baggins","http://lotr.wikia.com//wiki/Camellia_(Sackville)_Baggins",Hobbit
"Everard Took","http://lotr.wikia.com//wiki/Everard_Took",Hobbit
"Ferdibrand Took","http://lotr.wikia.com//wiki/Ferdibrand_Took",Hobbit
"Ferdinand Took","http://lotr.wikia.com//wiki/Ferdinand_Took",Hobbit
"Flambard Took","http://lotr.wikia.com//wiki/Flambard_Took",Hobbit
"Lalia (Clayhanger) Took","http://lotr.wikia.com//wiki/Lalia_(Clayhanger)_Took",Hobbit
"Pervinca Took","http://lotr.wikia.com//wiki/Pervinca_Took",Hobbit
"Pimpernel Took","http://lotr.wikia.com//wiki/Pimpernel_Took",Hobbit
"Reginard Took","http://lotr.wikia.com//wiki/Reginard_Took",Hobbit
"Ruby Gamgee","http://lotr.wikia.com//wiki/Ruby_Gamgee",Hobbit
"Rudolph Bolger","http://lotr.wikia.com//wiki/Rudolph_Bolger",Hobbit
"Tanta (Hornblower) Baggins","http://lotr.wikia.com//wiki/Tanta_(Hornblower)_Baggins",Hobbit
"Inigo Baggins","http://lotr.wikia.com//wiki/Inigo_Baggins",Hobbit
"Tanta Hornblower","http://lotr.wikia.com//wiki/Tanta_Hornblower",Hobbit
"Tobold Hornblower","http://lotr.wikia.com//wiki/Tobold_Hornblower",Hobbit
"Lily (Baggins) Goodbody","http://lotr.wikia.com//wiki/Lily_(Baggins)_Goodbody",Hobbit
"Bell (Goodchild) Gamgee","http://lotr.wikia.com//wiki/Bell_(Goodchild)_Gamgee",Hobbit
"Togo Goodbody","http://lotr.wikia.com//wiki/Togo_Goodbody",Hobbit
"Goldberry","http://lotr.wikia.com//wiki/Goldberry",Hobbit
"Goldilocks (Gardner) Took","http://lotr.wikia.com//wiki/Goldilocks_(Gardner)_Took",Hobbit
"Merry Gamgee","http://lotr.wikia.com//wiki/Merry_Gamgee",Hobbit
"Bilbo Gamgee","http://lotr.wikia.com//wiki/Bilbo_Gamgee",Hobbit
"Halfast Gamgee","http://lotr.wikia.com//wiki/Halfast_Gamgee",Hobbit
"Rose Gamgee","http://lotr.wikia.com//wiki/Rose_Gamgee",Hobbit
"Hamfast Gardner","http://lotr.wikia.com//wiki/Hamfast_Gardner",Hobbit
"Pippin Gamgee","http://lotr.wikia.com//wiki/Pippin_Gamgee",Hobbit
"Primrose Gardner","http://lotr.wikia.com//wiki/Primrose_Gardner",Hobbit
"Robin Gardner","http://lotr.wikia.com//wiki/Robin_Gardner",Hobbit
"Durin","http://lotr.wikia.com//wiki/Durin",Dwarf
"Poppy (Chubb-Baggins) Bolger","http://lotr.wikia.com//wiki/Poppy_(Chubb-Baggins)_Bolger",Hobbit
"Tolman Cotton Jr.","http://lotr.wikia.com//wiki/Tolman_Cotton_Jr.",Hobbit
"Carl Cotton","http://lotr.wikia.com//wiki/Carl_Cotton",Hobbit
"Wilcome Cotton","http://lotr.wikia.com//wiki/Wilcome_Cotton",Hobbit
"Daisy Gamgee","http://lotr.wikia.com//wiki/Daisy_Gamgee",Hobbit
"Berilac Brandybuck","http://lotr.wikia.com//wiki/Berilac_Brandybuck",Hobbit
"Doderic Brandybuck","http://lotr.wikia.com//wiki/Doderic_Brandybuck",Hobbit
"Gorbadoc Brandybuck","http://lotr.wikia.com//wiki/Gorbadoc_Brandybuck",Hobbit
"Ilberic Brandybuck","http://lotr.wikia.com//wiki/Ilberic_Brandybuck",Hobbit
"Marmadoc Brandybuck","http://lotr.wikia.com//wiki/Marmadoc_Brandybuck",Hobbit
"Merimac Brandybuck","http://lotr.wikia.com//wiki/Merimac_Brandybuck",Hobbit
"Orgulas Brandybuck","http://lotr.wikia.com//wiki/Orgulas_Brandybuck",Hobbit
"Rorimac Brandybuck","http://lotr.wikia.com//wiki/Rorimac_Brandybuck",Hobbit
"Salvia (Brandybuck) Bolger","http://lotr.wikia.com//wiki/Salvia_(Brandybuck)_Bolger",Hobbit
"Bilbo Gardner","http://lotr.wikia.com//wiki/Bilbo_Gardner",Hobbit
"Briffo Boffin","http://lotr.wikia.com//wiki/Briffo_Boffin",Hobbit
"Gruffo Boffin","http://lotr.wikia.com//wiki/Gruffo_Boffin",Hobbit
"Lavender (Grubb) Boffin","http://lotr.wikia.com//wiki/Lavender_(Grubb)_Boffin",Hobbit
"Uffo Boffin","http://lotr.wikia.com//wiki/Uffo_Boffin",Hobbit
